"Density","Year","E_km","N_km"
1.88981880873005,1977,353.350519123072,4938.81870049647
3.99000080690206,1977,384.12784416094,5176.41219763591
3.91369191185104,1977,352.465157768422,5186.69623626844
4.19985996154906,1977,397.222100876969,4909.92390243456
3.3515978085446,1977,340.489830141426,4900.45173049749
3.58215702223704,1977,468.631387879104,4212.59861172962
1.30382053067327,1977,359.442726302759,4436.96299368661
3.71503976495507,1977,569.80929373552,4085.44157017438
2.25380795790732,1977,343.349832340994,4782.11142082899
1.05113089012221,1977,347.648897551514,4432.85873336571
1.73041989551386,1977,355.639489442162,4974.01615647428
-0.133710963298421,1977,336.368199491935,4640.14242993653
3.08037249150993,1977,400.073195040486,5010.59686613266
3.02978694844923,1977,291.211764483518,5324.94886858035
1.82411263952714,1977,369.549351295135,4670.91276810023
3.90124492007181,1977,399.834610614501,5162.3048060355
1.32890544164971,1977,727.490924019016,3724.3329008043
3.73125677486242,1977,488.069873998186,4214.61831992272
1.37526600783837,1977,353.672531179754,4814.22076432411
1.29864268525439,1977,914.782430202936,3555.02615768084
3.09822512375287,1977,529.450882098956,4100.38110941133
2.01297220409438,1977,573.565618752141,4008.31756096841
3.9539684379482,1977,400.251675159107,5119.65631773297
3.3109141546147,1977,463.659591142512,4267.42786923791
3.4688929629374,1977,370.769234598486,4714.33578687274
3.24465124597479,1977,466.108231626521,4221.70047605231
0.921996546769438,1977,955.326249959474,3645.55968442529
3.88646389016666,1977,389.264483692799,5158.22863676899
4.15818052525877,1977,373.735242585679,4768.40438631347
3.92503647495321,1977,281.313030827577,5415.68433867485
2.28876462262448,1977,390.422958058205,5014.4031691125
2.58542981457938,1977,417.546723221765,4352.91169794693
2.71354227611486,1977,892.327363862954,3762.75793709997
4.15170995422823,1977,388.323929390675,4871.80013578423
3.39280089408423,1977,542.91491340217,4092.58001097938
4.06146225205072,1977,386.156265736211,5205.54686141482
1.06728845625329,1977,624.969517697956,3943.28888071083
4.27322319081966,1977,316.709369403325,5331.75680307874
3.1385300315223,1977,700.242092945794,3880.96213674297
3.05179342476261,1977,378.040758847845,4963.94882194981
3.48895484515053,1977,589.248431121991,4053.72497951421
3.8985878814582,1977,518.810951021598,4124.64792311708
2.89159849954974,1977,572.94021989283,4070.85224758224
2.07175516702479,1977,344.897752686441,4794.69759595744
-0.179508716437164,1977,364.482795691181,4570.3219235294
0.578447761690787,1977,670.05572663055,3898.22140855213
2.94909163197246,1977,351.671089196248,4773.27979561718
1.17805106910211,1977,998.562976944894,3658.76081871228
3.80501586502275,1977,418.90980273902,5094.64326010931
4.08743200060053,1977,413.596397039644,5022.80153710345
1.06250503831295,1977,368.255306976838,5022.3605678564
1.02532472327879,1977,378.023991510866,5030.56866644832
3.79096369520555,1977,246.565012033288,5446.41700049062
3.45015677529092,1977,480.662467562668,4232.95252459696
2.5167560384823,1977,392.482016314154,4585.50964489599
3.64086633011991,1977,781.226129482529,3741.1913542406
2.80624306411005,1977,318.032721584622,5403.51068521999
3.89634606787295,1977,428.222950139933,4317.32752866169
4.08375152073524,1977,398.197808852818,4890.00764836583
0.670773707850905,1977,360.160264731113,5035.2782857751
3.64382208748129,1977,342.992212589834,5361.22281769351
0.47019793286977,1977,356.754239462317,4529.81881773565
2.23795064880289,1977,414.321186914246,4409.67933329716
4.40017794121567,1977,370.454914501343,5210.2648575471
3.30976667259164,1977,743.76866590065,3757.3901519534
2.34430017673054,1977,360.475966385378,4859.65797328768
3.44550774780719,1977,506.156117032434,4195.38198480746
2.68705823291143,1977,642.165209795243,3953.0746682526
1.90108811188017,1977,349.066238610933,4841.82789645352
4.1578028877559,1977,390.855662786439,4827.58146174614
3.62998678002653,1977,387.991547551296,5132.89509131836
4.18130700759589,1977,375.033180166866,4901.40129838976
3.84005693945985,1977,516.593417189825,4139.92209285424
2.78018660386932,1977,393.621673559656,4436.59830871458
3.13330438685092,1977,468.834342666523,4258.93104518324
-0.0938650525033679,1977,342.466595360616,4653.09075434858
3.88463545279391,1977,340.682276731865,5342.54446605188
2.45145041562121,1977,385.423051640947,4620.21984200972
3.35313558573476,1977,771.129579569095,3746.66037656726
0.844605336436247,1977,700.943038437358,3778.49450378811
4.00071586379344,1977,430.985352314668,4306.4901667136
2.4727225996961,1977,345.03470016948,4766.49035028762
3.57210778806627,1977,526.990717063023,4111.42389480909
1.69416321556451,1977,763.702475406286,3696.13004922669
3.53240226287216,1977,706.174946938234,3834.34744544637
3.94457501154395,1977,375.999313377377,4937.66782478142
2.27420115561359,1977,687.69226310885,3867.93860240618
2.94449973764857,1977,793.751344025959,3794.96103140682
2.92649693426797,1977,337.243294842602,4915.3055640058
1.53978689797066,1977,373.524141664631,4978.59982616454
-0.186921359397355,1977,357.92972726344,4625.667575301
2.61998640413815,1977,600.36616047887,3993.87380701657
4.01247085641245,1977,328.208637826622,5338.30275179605
1.7349035257848,1977,355.738157659659,4961.98493944107
1.52275015383008,1977,1031.32445496577,3623.49247552464
-0.480103256822839,1977,341.195545708085,4604.74519731499
-0.336915365974861,1977,339.285256493909,4622.93341998595
2.75694393871343,1977,906.162471356399,3763.25292310186
4.45025009699443,1977,365.510837406139,5195.58589768376
3.74080229828671,1977,264.565305529079,5403.16104301586
3.54074975829028,1977,473.744661204979,4225.02539172887
3.57103238929661,1977,705.955052775984,3846.04859194519
3.19955833141457,1977,419.039695032211,4307.25589007568
4.4111048132215,1977,372.747242960026,5251.69887880311
1.25378629940468,1977,806.708721735509,3607.18126987729
3.47410627554848,1977,374.672731644817,4466.20624703541
