"Density","Year","E_km","N_km"
4.42010100016079,1980,382.782294892987,5233.27140082851
5.13777587624332,1980,363.300184746771,5212.64351216745
5.89284605098853,1980,366.466755241737,4657.54756954784
5.64275664808318,1980,382.351560584817,5046.24572406524
5.59953968811538,1980,685.907313452441,3844.18368772529
5.46431986188384,1980,618.989575197631,3997.36271820738
5.55687777216098,1980,358.918441717397,4954.83997025773
5.19135266728606,1980,362.667208030339,5202.56488005257
5.20512910901477,1980,676.385629921746,3919.57499137996
5.42256471855771,1980,735.644471516778,3797.54559278877
5.58528915784689,1980,642.790767749721,3880.54139316184
5.55611250545953,1980,468.197461974035,4219.15051595236
5.857856308216,1980,312.24740581866,5314.40129705609
5.88800829125714,1980,417.324776810861,4327.59609076881
5.9197477187607,1980,374.193411837745,5112.7290299522
6.39531370528825,1980,360.920003866724,4861.44529562913
6.25732450655143,1980,336.285902937403,5328.11530207008
5.66596781767732,1980,389.02057852181,5074.46084169993
4.65252517578841,1980,414.159257788969,5082.38275860479
5.61562526629696,1980,356.543194380704,5289.94175064001
5.25232278207396,1980,576.922984367368,4083.90948469074
4.62499906908182,1980,379.389261147221,5217.69793414521
5.54560427006029,1980,429.350712544272,4320.09081072359
5.44820285659474,1980,372.351234542639,4954.12384823236
5.07177857934558,1980,548.916526564918,4104.17404665268
5.62364265786419,1980,377.611461442591,5057.69234665111
5.72501070252183,1980,359.845167417775,5184.48356481521
5.38932401937699,1980,690.712393595887,3865.25699954247
5.31193391716788,1980,559.03014185467,4089.41362786287
5.32565918887082,1980,374.488159765752,5166.90253687311
4.37251652463794,1980,410.953954918109,4982.42957707718
5.12688363525728,1980,364.771855637831,5194.91603828948
4.43915421837619,1980,384.425565831177,5204.03988835897
5.93323068715511,1980,346.347747085819,5289.6308819324
5.23714288210533,1980,368.157585601192,5245.56325067658
6.1281224696693,1980,347.728786769513,4770.39217782445
4.98887946848627,1980,368.116474389526,5290.25959762052
5.28581791196053,1980,774.528928421382,3810.01730107969
4.54718079271563,1980,387.880789699647,5177.79633612694
6.17833148903377,1980,325.732480318235,5326.85961581589
5.9479711029243,1980,415.516723688021,4346.84055587426
5.77068168481701,1980,385.793178601289,4522.59030134816
6.39973428744328,1980,368.220220055993,4819.6831768
5.04359753543672,1980,511.76442548751,4146.28510172756
5.92000883599838,1980,369.571184755016,4793.26311523547
5.38932748922944,1980,511.031927580796,4114.47119097162
6.4343240910699,1980,373.656890332214,4845.9656505398
5.8426658148202,1980,369.376783087676,4647.06805401996
5.64210346522024,1980,362.299725059835,4921.41040871153
5.21213275463195,1980,802.237626863897,3801.84869430529
4.25220486358606,1980,387.788007846714,5211.47937692652
4.5402243567016,1980,413.056625160202,5011.35731981104
4.94879054267995,1980,408.747454590846,5089.63817964855
5.82124384554265,1980,296.499620719916,5333.00467876095
5.36617969010299,1980,757.431753691331,3777.61626517784
4.42564954453507,1980,406.231879651318,4967.8263207339
5.4448260285797,1980,601.75257151333,3957.88277766483
4.72906632571826,1980,503.650584744839,4198.23430975871
5.87633123956635,1980,378.214077088792,4451.90282849391
5.58343397542037,1980,400.946577562178,5083.2869261464
5.65519712371971,1980,415.663731093725,4410.91366747615
5.19732101160219,1980,816.101720428691,3794.76840628898
5.85841422895304,1980,402.683531664482,4423.58390439326
5.54314671878737,1980,428.448715255917,4336.63621977449
5.8700958486444,1980,418.49597879601,4317.89190387112
5.36981669711761,1980,451.014555988281,4281.8355013274
4.51456962602626,1980,397.871400678949,4908.42739675377
5.65006850547171,1980,379.045102647129,5017.48881216615
5.92368691934231,1980,365.25845898972,4479.81677871574
5.44304579922617,1980,598.074126762372,4068.67403850219
5.54939427180975,1980,367.927746413727,4729.57402107039
4.54615632384405,1980,409.969383122729,4990.79764746754
5.10183104359307,1980,480.123437837963,4234.15290183498
5.15883830661452,1980,685.148158230952,3915.5446715988
5.84349129794409,1980,454.79377899298,4246.88480322635
4.42611799726588,1980,402.158044394455,4950.65722787842
5.92833878336602,1980,416.800798466367,4307.84725988019
5.31071835663001,1980,519.153437563989,4111.70415221938
5.66256830722896,1980,383.142564198933,5026.99528096463
4.74371928095212,1980,507.213871455954,4194.17426921201
5.65805306355345,1980,368.302288900518,5025.46802127565
5.50062197973805,1980,470.357728232025,4206.49247279845
5.63795237737421,1980,379.142036040931,5030.79371693516
5.60061156011716,1980,693.731870384276,3830.34941046097
5.01103182796822,1980,406.582608119448,5012.29021981141
5.88921580364765,1980,422.356593846401,4299.69860537514
5.82987924993878,1980,362.912182770421,5099.4331360722
4.81930435954358,1980,385.042189317429,5169.35837360921
6.3004378479558,1980,362.082018813044,4800.76304156552
4.96767264660756,1980,534.7217924764,4137.67480185982
5.87669170264964,1980,395.242988128397,5093.4910658974
5.08316412377988,1980,472.018552042403,4259.76896800569
5.29536560422606,1980,502.185809407956,4158.12949613379
5.77296768283973,1980,369.371262208214,4670.66444361151
5.24460835599785,1980,568.57718865502,4087.4003918887
5.30075084963966,1980,727.406040648718,3810.61056209907
6.00610439915168,1980,377.737049120479,4528.7086177707
5.87993412832403,1980,391.169364167635,5125.91663507544
6.35187170363486,1980,330.51906959968,5338.96351794787
5.52763698316409,1980,378.609917250921,4609.49977036702
4.70659884061559,1980,414.103124932315,5056.42280570613
4.83272616954778,1980,503.132767242716,4177.57675585978
5.9167600981629,1980,392.434977092049,4436.51898926531
5.52699592539588,1980,384.265868963176,4992.63090806529
5.95768994294681,1980,414.501455194947,4389.99885565413
5.43110907897672,1980,694.224583974097,3844.00381994827
5.49285709281811,1980,361.903661152525,4946.13135063178
