"Area_km2","E_km","N_km"
151.796855836,673.803764287537,3899.67382008756
80.763208996,380.413796276323,4568.14174521608
82.89946548,366.128652687066,5360.89683219381
97.539368128,422.511919932749,4301.21743497033
112,368.414036486192,4890.72740398345
96.84551354,669.468036644767,3929.03695993215
73.366206516,415.727357457141,4363.22072394128
76,348.026136557477,5352.54776889158
51.563324072,600.320978602144,4068.60325021066
125.535836216124,384.593688116762,4622.52734360089
104,390.272086852616,5139.0415957387
4.543599488,291.590635595632,5349.43174932939
120,469.426332468378,4213.92422576844
108,459.473267888775,4248.38146067403
74.438051288,395.576062223612,4836.75297975255
124,537.187642897586,4113.33479575106
148,376.607860041322,4943.72151012219
160,360.517734499706,4894.16087808481
84,354.309329885199,5307.78595470782
113.360980332,801.98834925362,3801.51727563625
110.701357448,369.30197880445,4729.2473778897
237.889492496,657.328864215251,3853.30606591668
135.586771436,317.67966895337,5349.18520405409
104,450.06531848508,4269.37440242589
132,496.76420333006,4187.78686939067
179.720953456,508.040451735123,4124.91624262601
124.75679346,497.748165510027,4167.57816773659
88,353.890850636633,5290.04577060776
142.72408154,686.269086147804,3863.38536685028
96.414009304,414.163965104276,4395.91855292597
126.232451104,726.964880955043,3810.84905201444
138.446334448,513.40479874015,4167.57069454721
156,472.074018219633,4234.04508558263
186.843686044,301.291883987764,5333.19105462222
60.07516452,407.294746019023,4970.96938695668
108,376.101078566499,5012.59179655021
120.343893856,392.082630563942,4436.91096317347
141.8546844,384.922508047352,5113.60216859917
112,354.426641715584,5278.98602688828
128,396.420633616822,5036.62278649594
151.087901608,389.133144872284,4947.24960456286
85.286075484,360.277309547881,4737.49122913332
108,373.674995462153,4862.66690359256
124.0020544,362.873628300523,4687.52629080866
52,349.819711801077,5287.30461092175
164,383.524238439016,5044.60503519344
124,380.842359110945,5187.04363964836
100,394.419641090833,4954.46351023972
96,663.556811172852,3919.63051184601
134.9528885664,475.324925950082,4187.23204096808
132.486851256,428.419415550039,4331.987053681
175.003707068,369.240488509662,5250.03162028556
124,364.638337382875,4769.34120751518
160,361.689627288285,4780.90325328016
124,384.664293371908,5176.81403569278
112.282606368,350.262757008258,4790.29534224038
172.996352336,354.980811217431,4906.46347668963
108.840287336,397.78967025766,5168.51864468633
92,347.12688618586,5319.93020276458
152,393.884952176838,5102.36673475863
88.375893148,417.20253135333,4383.12996249491
58.706188712,403.468867837988,4413.58978251117
164.559645724,517.592863284776,4157.16332154743
170.007239432,765.623243074969,3778.59721593272
104,805.101136187209,3790.92710898052
152.438421128,373.989949794084,4509.14527332852
88,384.198347472334,4974.07044120409
159.32250648,545.651245645254,4095.91251872626
116,692.192203587842,3854.94141947173
120,374.994567176402,4934.25725524019
108.394335184,350.046031334086,4770.97205894636
140.498407512,377.822834132876,4527.22490463567
132.37434442,530.491177997703,4101.91499748559
128,330.418759242722,5330.45368807132
174.46925282,586.366878183716,4018.42555614139
46.564630144,655.401722862143,3938.42302986169
135.369408968,402.292261509492,5112.29828368809
80,360.293901067893,4753.05144026857
230.698507144,684.477474479177,3847.92090051458
108.630215956,423.960229227844,4388.5598760793
44.024795088,662.492189379731,3938.16529742674
123.885637444,343.510315755267,5274.46647134114
96,377.427052080242,4918.64804798114
111.605172588,376.229984592761,4676.70927435038
159.513082568,514.093267284167,4112.77764602887
80,405.039608781972,5011.57546986773
139.276213216,361.458316068475,5303.79672606314
98.236621744,704.735373092859,3854.76082368224
120.340331248,345.443092178781,4901.68387446073
100,392.844311568945,5120.53738596561
124.174323728,413.662495558413,5077.37189013973
62.419783192,368.022251957678,5292.93130574512
133.595962064,347.340783630506,5365.74574399662
107.348113424,367.088099351257,5084.86274485506
144.153066236,788.712434712369,3783.28895450111
146.998803812,434.813539793406,4283.56261881726
76,349.58565891015,5342.25760238462
101.241752116,346.8222001609,4760.52075022162
100,390.407892055855,5003.43699659775
128.04211146,360.89048190523,4491.58123808749
85.202710524,401.712198658633,5136.72802490173
72.651772176,380.9394179674,5133.60419701162
116,379.317797714305,4907.31845671127
112.287995116,415.000569997327,5066.63503038049
180,313.032400771321,5331.90887222675
135.013045356,417.816988408212,4328.05964399561
133.706442964,394.080283712985,4577.02664456753
198.494401932,506.18726925458,4144.70154655486
105.14111275016,366.672623914459,4658.40495435792
113.37263072,352.066316950635,4778.20676743149
143.041434448,551.148374132291,4105.69964899502
124,483.62852850491,4192.57599541274
76,394.362951933055,4993.11038708753
108,377.406771660421,5064.54507510051
108,467.777839130705,4222.23719465963
68.539698138,395.849394306674,4826.8986487486
77.092274156,411.786508348292,4990.68950423473
137.181050072,429.416533421558,4322.32389438097
142.8506314,779.325675829841,3780.74903461821
153.660033212,344.051984763917,5299.21679025342
108,365.276580564519,4937.15885170069
155.179254848,382.331560641575,4447.40684673068
72,389.159870932061,4833.22003258782
141.380861536,377.318586265123,4594.99202756805
108.45372985,399.272123086039,4889.10157999773
108,365.159682108861,5208.7243686714
126.601613368,456.9508372434,4271.76247306516
85.456002136,383.862409463513,4808.31038221278
87.532057976,363.40451395855,4851.63718618699
144,358.297348987951,4882.79265871117
122.821130196,379.325847380326,5159.35692597343
91.623881544,389.022578425206,4520.97181459676
125.508306164,355.924860602157,4938.95623983427
75.436793872,598.99311359169,4061.48769398991
175.275123288,504.971178648043,4180.77723626336
132,746.644413375094,3796.720344036
150.68069728,690.983022362918,3886.1473756091
110.40853966,364.0147250914,5170.61557691466
84.1279683324,399.193944525729,4880.22928732432
76,339.697627194155,5340.06043348417
120.47000456,369.549351295135,4670.91276810023
0,601.75257151333,3957.88277766483
160.381638024,501.202991810195,4158.07529426517
79.2867821032,385.226435737922,4548.29332589253
79.095317648,588.501255980049,4042.67887125285
97.813930388,401.865656637438,4956.38894396032
275.842996772,651.204685511923,3865.09338638631
47.10423196,652.581171056168,3942.94744320193
64.593929156,364.857863589463,4831.95747383261
72.209146388,425.436919585436,4370.15018704626
88,396.433324131701,5129.43298422416
191.134447988,558.46638957763,4090.5849667719
84,378.969407972939,4817.70056760968
115.52671172,369.691871481183,4646.48480271123
100,372.605533275591,5177.73214942701
157.1402312,449.682090425706,4282.73797805734
124,365.210888952689,4926.73814014209
94.279027316,395.249719611425,4924.57164589017
113.39783272,364.90479218406,4480.1127025574
124,384.361614301196,4864.48195567925
127.42452144,349.661269983883,4736.82692803733
76,660.621827967806,3933.08899675459
86.140573604,650.29825183078,3935.08283884701
116,528.03065197758,4132.5334764558
150.33099846,535.696558689657,4138.3379657924
114.646041676,389.304592289858,4612.93718908221
161.966305168,668.355559672152,3908.64941442781
76,386.177275995916,4992.70064025014
71.8836328,379.010473882343,4802.2561439938
94.799214164,356.861494797956,4695.57830740542
108,388.730062064331,4901.25651416276
153.452576692,331.179277096232,5306.55059885194
121.0976597284,369.994737357738,4697.21569234552
84,361.217547029539,5291.47658432415
132,523.214148962421,4142.7930745141
93.080699656,399.778776598067,4916.85988200374
156.543793012,362.087375622476,5235.93339848266
138.947950448,801.195013229872,3779.39571358478
56,354.435790398219,5346.24222158562
66.093522128,408.612268515125,4412.61086966579
85.298786572,772.732738642558,3809.97896750645
92,333.384371113751,5349.86740678978
172,384.712989336253,5084.89667546142
96,389.833353305269,5158.78355570885
183.008890516,754.619941413135,3778.49842477789
71.239038052,360.732097874138,5353.74749403211
130.015695544,393.377300249821,4585.73540385618
124,471.857747608989,4204.89200957877
113.377268084,418.598428092717,4316.99443849316
120.25052756,373.370465978903,5004.73183534373
140,326.25823718708,5340.71640121576
144.972052012,321.760274708676,5324.03327325291
87.764672748,352.494845770999,4854.54307488336
188.143393736,491.086622654697,4216.31009410175
86.24934938,345.129962122488,5287.40726022796
117.51117154,461.666017353026,4228.57478349772
76.277923488,747.111547865583,3809.01457059753
234.495577212,309.171995832117,5316.68694991837
76,374.579031665738,5196.09598464281
169.064448288,379.455253925401,5247.70493754511
84,367.431236344211,4716.57526975669
122.892959136,403.258583415681,4946.31298268493
119.169168708,450.127924654605,4257.6757834705
136.747194388,698.357060122978,3826.91069558085
93.436152716,392.290143369308,4538.56032932853
179.79080482,364.619697905525,4804.72805313438
155.584126072,379.616963710705,4582.58023157128
133.179488944,397.095549641808,4907.42067389904
98.00577494,421.972302607474,4399.76112698546
92,368.227201766172,4882.02213434499
103.514895712,791.465569760103,3805.86903119428
88,343.814956266814,5333.32135543439
72,364.707451084815,5178.81194885591
214.55831802,369.293152299554,4452.71762143076
51.0717598,348.441737643009,4862.32880999631
178.251886296,482.780565870462,4238.21727217517
96,368.628426180303,5189.1528464144
84,381.563957051102,5000.98151465026
160,392.483526767423,5069.82291898098
80.475135204,371.060534755254,4981.77098173145
154.038612998,822.460588885219,3777.16083283119
100,698.736070646415,3864.96185190788
131.702786396,335.335709227436,5316.94136975636
118.080241852,367.757213515019,4707.99699033277
142.832635124,810.799493520744,3776.8242078407
117.099095456,379.770990254747,4651.34792030287
203.851532536,736.359457428527,3792.02353930694
92.49893072,415.752131804247,4351.62485956466
128.248166476,597.743385784224,4009.78783013065
130.508716896,363.167024341045,5098.74794813148
142.240836476,377.570791730446,4606.43193229175
159.791452156,357.899537826903,5215.89712287803
140,390.909163101746,5029.37246547976
122.5608328744,387.636648988548,5204.98613649867
108,393.03351514867,4964.21306586573
121.486237956,791.229346878593,3795.76801473267
77.918592108,365.369948804012,4824.56770049968
90.803111088,364.727620272652,4994.38611265189
68.986947848,398.995211422917,4424.94343573067
69.817044912,589.57517903152,4055.95995378373
69.218631752,359.503012843962,4731.07902729767
122.478761592,387.512548570826,4602.81816010906
96,471.848045837003,4195.66782359933
161.626558552,682.901265635173,3910.00141856783
76.650539548,409.87837573194,4401.01801271958
68.646460088,410.95456460833,4983.61788660647
127.360403676,442.369031398779,4290.91678034461
107.603892324,464.729302180514,4267.44820808156
60,340.636113652556,5349.57080405313
162.985436812,352.780485280426,4927.6843488383
48,339.842501592727,5344.50422329279
48,379.539439367121,4993.57594483431
120.443756128,825.682316436065,3786.50822765359
72,397.698729267515,4984.67045022651
88,378.923826952318,4853.86664284203
194.7559155,371.100028215679,5050.22076446054
88,366.344180620258,5196.50638840499
108,461.144122181455,4257.14296217558
96.106745504,618.989575197631,3997.36271820738
188.814212044,722.154726947055,3802.70484292596
64,370.56239664226,5069.46860850673
95.92411024,392.300740044657,4548.00994349637
101.42263642,369.115764751402,5076.41245610413
89.416945928,363.688980825601,4676.82219906441
212.940064036,714.767535763726,3815.33443558554
178.355094088,382.693135543574,5217.89487724854
96.929211176,395.684648529162,4845.10148208649
0.892191636,319.499327246723,5364.27650952119
84.32276962,359.105531609127,5182.50340277784
144,384.627791744143,5060.3702182671
153.917815696,353.195079080633,5229.37636190707
116,407.469364177211,5061.24251421021
106.157996172,358.138483229714,4715.07406146721
116,540.444559354031,4102.71538484882
156.721582856,492.256250503519,4229.55321997754
111.50937238,765.127135519415,3810.70966303061
136,394.987635965965,5089.29244347243
76,371.614852394592,4852.45209009122
142.959566056,390.458378547922,5194.51713083636
102.967229188,645.926725007778,3944.04816693091
98.856797132,353.10259902891,4703.12596775062
99.766066232,598.87426829428,4076.64440992334
94.784404644,415.63074834943,4409.7883378111
137.745652784,375.017254278606,4623.12551638329
136,386.386427732083,5014.57303735398
101.621687372,372.164841359772,4636.14903629412
145.841029484,737.343676949904,3805.84000903307
124,363.635780720563,4946.04882149986
145.61588508,431.187991582551,4292.74363399297
170.117646916,680.500121427055,3869.9236528444
114.353054396,354.250877426368,4971.42062009307
136,404.582182509709,5092.71092301947
108,532.847205080997,4122.8787672656
110.823736364,472.018552042403,4259.76896800569
90.093556244,388.989990706365,4815.13756358227
144,483.709047906169,4203.86043935286
112,378.492957402714,4881.42526591795
148,518.834491413123,4123.51490660898
106.12995408,396.229498040098,4896.8382254356
88,389.681418002776,4983.4059299726
152.446741972,373.084706699859,5038.63832539816
89.659472256,632.584438700511,3972.01300908458
81.380095468,344.693240952682,4868.25080401971
